latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),wind_speed_100m (km/h)
2024-06-10T03:00,15.7,0.00,83,32.8
2024-06-10T04:00,15.1,0.00,80,34.9
2024-06-10T05:00,14.7,0.00,76,32.7
2024-06-10T06:00,14.1,0.00,74,26.9
2024-06-10T07:00,13.3,0.00,75,24.9
2024-06-10T08:00,12.5,0.00,77,23.9
2024-06-10T09:00,11.6,0.00,78,23.5
2024-06-10T10:00,11.1,0.00,79,23.1
2024-06-10T11:00,10.5,0.00,80,24.3
2024-06-10T12:00,11.3,0.00,79,24.9
2024-06-10T13:00,13.4,0.00,80,23.2
2024-06-10T14:00,15.3,0.00,72,14.3
2024-06-10T15:00,16.7,0.00,65,12.2
2024-06-10T16:00,17.5,0.00,62,11.3
2024-06-10T17:00,17.7,0.00,62,11.2
2024-06-10T18:00,17.2,0.00,67,12.6
2024-06-10T19:00,16.2,0.00,70,16.8
2024-06-10T20:00,14.6,0.00,76,23.9
2024-06-10T21:00,13.4,0.00,81,25.0
2024-06-10T22:00,13.2,0.00,85,23.0
2024-06-10T23:00,13.0,0.00,84,23.6
2024-06-11T00:00,12.8,0.00,85,23.8
2024-06-11T01:00,13.0,0.00,82,27.0
2024-06-11T02:00,12.8,0.00,86,27.0
2024-06-11T03:00,12.6,0.00,89,27.0
2024-06-11T04:00,12.5,0.00,91,29.1
2024-06-11T05:00,12.3,0.00,92,30.5
2024-06-11T06:00,12.3,0.00,93,29.6
2024-06-11T07:00,12.5,0.00,95,30.4
2024-06-11T08:00,12.4,0.00,95,32.1
2024-06-11T09:00,12.2,0.00,96,30.0
2024-06-11T10:00,12.0,0.00,96,26.8
2024-06-11T11:00,12.0,0.00,95,27.0
2024-06-11T12:00,12.7,0.00,94,26.8
2024-06-11T13:00,13.6,0.00,91,27.8
2024-06-11T14:00,13.6,0.00,88,27.6
2024-06-11T15:00,13.7,0.00,85,27.0
2024-06-11T16:00,14.2,0.10,85,25.6
2024-06-11T17:00,15.3,0.00,83,25.7
2024-06-11T18:00,15.9,0.10,82,25.1
2024-06-11T19:00,16.1,0.10,84,21.9
2024-06-11T20:00,16.2,0.00,87,15.5
2024-06-11T21:00,15.5,0.00,90,15.0
2024-06-11T22:00,15.7,0.00,91,15.8
2024-06-11T23:00,16.5,0.00,90,18.6
2024-06-12T00:00,17.2,0.00,92,22.2
2024-06-12T01:00,17.2,0.00,93,23.8
2024-06-12T02:00,17.1,0.00,94,22.9
2024-06-12T03:00,16.8,0.00,94,22.4
2024-06-12T04:00,16.7,0.00,95,19.1
2024-06-12T05:00,16.8,0.00,95,17.7
2024-06-12T06:00,17.0,0.00,95,19.1
2024-06-12T07:00,17.0,0.00,96,18.9
2024-06-12T08:00,17.1,0.00,97,18.4
2024-06-12T09:00,16.9,0.10,97,15.6
2024-06-12T10:00,16.8,0.00,98,14.7
2024-06-12T11:00,16.9,0.00,98,17.0
2024-06-12T12:00,17.3,0.00,98,18.7
2024-06-12T13:00,17.1,0.00,97,7.2
2024-06-12T14:00,17.5,0.00,97,6.4
2024-06-12T15:00,17.9,0.00,96,7.2
2024-06-12T16:00,18.6,0.00,95,16.7
2024-06-12T17:00,18.3,0.00,96,10.9
2024-06-12T18:00,18.5,0.00,95,13.5
2024-06-12T19:00,19.0,0.20,93,20.1
2024-06-12T20:00,18.6,0.00,96,20.1
2024-06-12T21:00,17.7,0.00,98,18.0
2024-06-12T22:00,18.5,0.00,96,22.5
2024-06-12T23:00,19.6,0.00,94,28.1
2024-06-13T00:00,19.9,0.00,94,33.1
2024-06-13T01:00,20.4,0.00,89,40.8
2024-06-13T02:00,20.6,0.00,86,43.0
2024-06-13T03:00,21.0,0.00,82,46.2
2024-06-13T04:00,21.3,0.00,80,49.5
2024-06-13T05:00,21.4,0.00,78,48.6
2024-06-13T06:00,21.5,0.00,75,50.9
2024-06-13T07:00,21.4,0.00,74,49.4
2024-06-13T08:00,21.1,0.00,74,48.3
2024-06-13T09:00,21.0,0.00,72,51.2
2024-06-13T10:00,21.1,0.00,71,58.0
2024-06-13T11:00,20.7,0.00,71,57.6
2024-06-13T12:00,20.9,0.00,71,51.9
2024-06-13T13:00,22.1,0.00,67,53.3
2024-06-13T14:00,23.4,0.00,64,54.0
2024-06-13T15:00,24.3,0.00,64,47.5
2024-06-13T16:00,24.6,0.00,64,50.2
2024-06-13T17:00,25.1,0.00,64,48.9
2024-06-13T18:00,25.4,0.00,65,42.2
2024-06-13T19:00,25.5,0.00,63,38.7
2024-06-13T20:00,24.8,0.00,64,38.0
2024-06-13T21:00,23.1,0.00,68,34.0
2024-06-13T22:00,22.7,0.00,71,31.4
2024-06-13T23:00,22.2,0.00,73,28.6
2024-06-14T00:00,21.8,0.00,75,26.3
2024-06-14T01:00,21.6,0.00,76,26.6
2024-06-14T02:00,20.9,0.00,80,21.0
2024-06-14T03:00,20.1,0.00,84,21.1
2024-06-14T04:00,19.6,0.00,90,27.8
2024-06-14T05:00,19.3,0.00,94,26.7
2024-06-14T06:00,18.1,4.60,98,33.0
2024-06-14T07:00,17.6,5.70,97,21.4
2024-06-14T08:00,17.5,4.40,98,9.5
2024-06-14T09:00,17.3,0.00,98,13.4
2024-06-14T10:00,17.0,0.00,98,15.0
2024-06-14T11:00,16.8,0.00,99,15.1
2024-06-14T12:00,16.9,0.00,98,19.4
2024-06-14T13:00,19.7,0.00,75,29.5
2024-06-14T14:00,20.3,0.00,70,23.4
2024-06-14T15:00,20.6,0.00,67,28.1
2024-06-14T16:00,21.2,0.00,58,31.2
2024-06-14T17:00,21.8,0.00,49,25.2
2024-06-14T18:00,21.2,0.00,52,27.8
2024-06-14T19:00,19.2,0.20,61,23.1
2024-06-14T20:00,18.5,0.00,64,22.5
2024-06-14T21:00,17.8,0.00,68,25.8
2024-06-14T22:00,16.6,0.00,69,28.5
2024-06-14T23:00,16.0,0.00,72,26.9
2024-06-15T00:00,15.3,0.00,73,29.3
2024-06-15T01:00,14.6,0.00,77,22.2
2024-06-15T02:00,13.6,0.00,80,23.9
2024-06-15T03:00,13.0,0.00,80,21.3
2024-06-15T04:00,12.7,0.00,77,21.3
2024-06-15T05:00,12.6,0.00,76,25.2
2024-06-15T06:00,12.1,0.00,78,25.0
2024-06-15T07:00,11.5,0.00,80,24.2
2024-06-15T08:00,10.8,0.00,82,21.1
2024-06-15T09:00,10.2,0.00,83,21.6
2024-06-15T10:00,9.9,0.00,82,22.5
2024-06-15T11:00,9.6,0.00,82,24.1
2024-06-15T12:00,10.5,0.00,79,24.1
2024-06-15T13:00,12.6,0.00,74,16.6
2024-06-15T14:00,14.8,0.00,71,15.2
2024-06-15T15:00,16.5,0.00,64,10.8
2024-06-15T16:00,17.8,0.00,59,11.6
2024-06-15T17:00,18.4,0.00,54,12.9
2024-06-15T18:00,18.6,0.00,53,14.3
2024-06-15T19:00,18.4,0.00,54,12.0
2024-06-15T20:00,17.2,0.00,67,12.3
2024-06-15T21:00,14.2,0.00,77,12.9
2024-06-15T22:00,13.1,0.00,80,13.1
2024-06-15T23:00,12.3,0.00,85,13.3
2024-06-16T00:00,12.3,0.00,87,11.9
2024-06-16T01:00,13.0,0.00,84,11.2
2024-06-16T02:00,12.8,0.00,85,12.7
2024-06-16T03:00,12.4,0.00,86,14.3
2024-06-16T04:00,12.1,0.00,85,12.7
2024-06-16T05:00,14.5,0.00,76,10.0
2024-06-16T06:00,13.0,0.00,80,7.2
2024-06-16T07:00,11.4,0.00,87,9.0
2024-06-16T08:00,11.1,0.00,87,13.1
2024-06-16T09:00,10.1,0.00,87,15.5
2024-06-16T10:00,10.6,0.00,88,14.3
2024-06-16T11:00,10.9,0.00,87,15.1
2024-06-16T12:00,11.4,0.00,85,18.9
2024-06-16T13:00,12.6,0.00,84,14.5
2024-06-16T14:00,13.4,0.00,81,15.8
2024-06-16T15:00,13.8,0.00,83,19.7
2024-06-16T16:00,15.2,0.00,81,16.5
2024-06-16T17:00,15.3,0.00,75,17.6
2024-06-16T18:00,15.2,0.00,73,21.3
2024-06-16T19:00,14.6,0.00,77,20.5
2024-06-16T20:00,14.2,0.00,80,21.5
2024-06-16T21:00,13.6,0.00,82,22.2
2024-06-16T22:00,12.5,0.00,85,25.0
2024-06-16T23:00,12.1,0.00,86,24.1
2024-06-17T00:00,12.0,0.00,87,24.4
2024-06-17T01:00,12.5,0.00,88,22.7
2024-06-17T02:00,12.1,0.00,89,19.7
2024-06-17T03:00,11.5,0.00,91,16.9
2024-06-17T04:00,11.7,0.00,92,17.1
2024-06-17T05:00,12.1,0.00,83,18.6
2024-06-17T06:00,11.5,0.00,84,16.0
2024-06-17T07:00,11.1,0.00,86,15.5
2024-06-17T08:00,10.2,0.00,88,15.8
2024-06-17T09:00,10.5,0.00,88,17.1
2024-06-17T10:00,10.7,0.00,87,19.3
2024-06-17T11:00,10.8,0.00,87,21.5
2024-06-17T12:00,11.9,0.00,86,21.4
2024-06-17T13:00,13.4,0.00,82,19.7
2024-06-17T14:00,13.8,0.00,80,18.9
2024-06-17T15:00,14.1,0.00,78,17.6
2024-06-17T16:00,14.5,0.00,76,16.0
2024-06-17T17:00,14.9,0.00,75,15.5
2024-06-17T18:00,15.1,0.00,75,16.1
2024-06-17T19:00,15.0,0.00,79,16.0
2024-06-17T20:00,14.5,0.00,84,16.9
2024-06-17T21:00,13.5,0.00,89,20.9
2024-06-17T22:00,13.7,0.00,90,23.5
2024-06-17T23:00,14.8,0.00,85,32.8
2024-06-18T00:00,14.5,0.00,87,31.9
2024-06-18T01:00,14.6,0.00,86,31.1
2024-06-18T02:00,14.6,0.00,84,30.3
2024-06-18T03:00,14.9,0.00,86,27.9
2024-06-18T04:00,14.8,0.00,88,25.0
2024-06-18T05:00,15.1,0.00,87,23.1
2024-06-18T06:00,15.5,0.00,85,23.9
2024-06-18T07:00,15.3,0.20,87,21.6
2024-06-18T08:00,14.9,0.60,90,20.3
2024-06-18T09:00,14.7,0.50,93,22.4
2024-06-18T10:00,14.8,0.00,92,22.1
2024-06-18T11:00,14.5,0.00,94,22.7
2024-06-18T12:00,15.2,0.00,92,25.1
2024-06-18T13:00,15.6,0.10,93,29.5
2024-06-18T14:00,16.1,0.10,90,24.9
2024-06-18T15:00,16.5,0.10,89,19.1
2024-06-18T16:00,16.8,0.00,88,16.9
2024-06-18T17:00,17.8,0.10,81,12.3
2024-06-18T18:00,18.2,0.20,77,13.9
2024-06-18T19:00,18.4,0.00,75,11.8
2024-06-18T20:00,17.6,0.10,84,11.6
2024-06-18T21:00,15.4,0.00,93,4.0
2024-06-18T22:00,14.2,0.00,96,5.0
2024-06-18T23:00,14.2,0.00,96,4.9
2024-06-19T00:00,14.8,0.00,94,3.9
2024-06-19T01:00,14.3,0.00,95,10.6
2024-06-19T02:00,14.0,0.00,96,14.1
2024-06-19T03:00,12.8,0.00,99,13.4
2024-06-19T04:00,12.0,0.00,100,12.9
2024-06-19T05:00,12.5,0.00,100,12.1
2024-06-19T06:00,14.5,0.00,98,16.5
2024-06-19T07:00,14.6,0.00,97,12.4
2024-06-19T08:00,14.8,0.00,96,5.6
2024-06-19T09:00,14.6,0.00,98,8.3
2024-06-19T10:00,14.3,0.00,99,6.5
2024-06-19T11:00,12.9,0.20,100,25.1
2024-06-19T12:00,13.4,0.00,96,21.1
2024-06-19T13:00,13.7,1.90,94,26.0
2024-06-19T14:00,14.0,0.60,93,22.7
2024-06-19T15:00,15.7,0.00,87,16.5
2024-06-19T16:00,16.8,0.00,81,16.2
2024-06-19T17:00,17.3,0.00,75,21.1
2024-06-19T18:00,17.4,0.00,69,22.1
2024-06-19T19:00,17.2,0.00,66,19.2
2024-06-19T20:00,16.3,0.00,69,18.9
2024-06-19T21:00,14.1,0.00,76,19.1
2024-06-19T22:00,12.9,0.00,76,23.5
2024-06-19T23:00,12.0,0.00,76,25.5
2024-06-20T00:00,11.2,0.00,77,25.4
2024-06-20T01:00,10.7,0.00,78,23.3
2024-06-20T02:00,10.1,0.00,79,24.4
2024-06-20T03:00,9.6,0.00,80,23.5
2024-06-20T04:00,9.1,0.00,81,21.6
2024-06-20T05:00,8.5,0.00,83,21.7
2024-06-20T06:00,8.1,0.00,84,24.2
2024-06-20T07:00,7.8,0.00,84,25.4
2024-06-20T08:00,7.4,0.00,84,25.3
2024-06-20T09:00,7.0,0.00,84,25.8
2024-06-20T10:00,6.6,0.00,84,25.5
2024-06-20T11:00,6.4,0.00,85,26.5
2024-06-20T12:00,7.3,0.00,82,29.1
2024-06-20T13:00,9.2,0.00,77,32.9
2024-06-20T14:00,11.2,0.00,76,25.1
2024-06-20T15:00,13.4,0.00,80,28.6
2024-06-20T16:00,14.6,0.00,76,31.4
2024-06-20T17:00,14.7,0.00,75,34.4
2024-06-20T18:00,14.5,0.00,78,36.7
2024-06-20T19:00,14.5,0.00,77,34.9
2024-06-20T20:00,14.2,0.00,79,34.7
2024-06-20T21:00,13.7,0.00,84,37.4
2024-06-20T22:00,13.8,0.00,86,38.3
2024-06-20T23:00,14.5,0.00,81,37.9
2024-06-21T00:00,14.9,0.00,79,38.4
2024-06-21T01:00,14.4,0.00,87,35.7
2024-06-21T02:00,14.7,0.00,87,36.2
2024-06-21T03:00,14.3,0.00,88,34.7
2024-06-21T04:00,14.5,0.00,88,32.8
2024-06-21T05:00,14.7,0.00,88,33.5
2024-06-21T06:00,15.2,0.50,88,32.7
2024-06-21T07:00,14.7,5.90,93,29.9
2024-06-21T08:00,14.7,0.40,93,31.1
2024-06-21T09:00,14.9,0.30,91,32.3
2024-06-21T10:00,15.1,0.70,91,30.4
2024-06-21T11:00,14.9,2.60,94,30.8
2024-06-21T12:00,15.2,5.30,95,28.3
2024-06-21T13:00,15.3,2.10,96,24.3
2024-06-21T14:00,16.0,0.20,96,24.1
2024-06-21T15:00,17.2,0.10,94,26.6
2024-06-21T16:00,18.4,0.00,93,27.9
2024-06-21T17:00,19.3,0.10,90,29.8
2024-06-21T18:00,19.5,0.00,91,28.2
2024-06-21T19:00,19.8,0.00,88,30.1
2024-06-21T20:00,19.4,0.00,91,23.4
2024-06-21T21:00,18.9,0.00,94,20.7
2024-06-21T22:00,18.5,0.10,95,14.4
2024-06-21T23:00,18.0,2.50,98,14.8
2024-06-22T00:00,17.4,0.90,98,10.5
2024-06-22T01:00,17.4,0.00,98,12.4
2024-06-22T02:00,17.0,0.00,99,11.4
2024-06-22T03:00,16.4,0.00,99,10.5
2024-06-22T04:00,16.3,0.00,100,9.2
2024-06-22T05:00,17.0,0.10,100,4.1
2024-06-22T06:00,16.3,0.70,99,9.5
2024-06-22T07:00,16.1,0.70,99,25.6
2024-06-22T08:00,15.7,0.80,98,26.4
2024-06-22T09:00,15.5,0.20,98,24.8
2024-06-22T10:00,15.4,0.10,96,23.5
2024-06-22T11:00,15.3,0.00,95,24.0
2024-06-22T12:00,15.4,0.00,94,20.9
2024-06-22T13:00,16.5,0.00,97,27.9
2024-06-22T14:00,15.9,0.00,93,32.1
2024-06-22T15:00,16.1,0.00,90,27.7
2024-06-22T16:00,16.5,0.00,85,27.8
2024-06-22T17:00,17.1,0.00,83,20.6
2024-06-22T18:00,17.2,0.00,83,17.7
2024-06-22T19:00,17.2,0.00,83,16.4
2024-06-22T20:00,16.8,0.00,85,20.2
2024-06-22T21:00,14.8,0.00,90,28.9
2024-06-22T22:00,14.4,0.00,91,14.0
2024-06-22T23:00,13.9,0.00,92,22.7
2024-06-23T00:00,13.8,0.00,92,24.8
2024-06-23T01:00,14.1,0.00,92,26.5
2024-06-23T02:00,13.6,0.00,92,26.5
2024-06-23T03:00,13.2,0.00,92,28.3
2024-06-23T04:00,13.1,0.00,93,23.8
2024-06-23T05:00,13.0,0.00,92,21.6
2024-06-23T06:00,13.1,0.00,93,25.7
2024-06-23T07:00,11.9,0.10,87,37.1
2024-06-23T08:00,11.2,0.00,84,40.5
2024-06-23T09:00,10.3,0.50,85,38.5
2024-06-23T10:00,10.2,0.00,82,37.1
2024-06-23T11:00,10.3,0.00,75,33.2
2024-06-23T12:00,10.5,0.00,74,18.7
2024-06-23T13:00,10.8,0.00,76,16.3
2024-06-23T14:00,12.2,0.00,71,10.6
2024-06-23T15:00,13.7,0.00,63,17.3
2024-06-23T16:00,13.8,0.00,61,28.6
2024-06-23T17:00,14.0,0.00,54,27.1
2024-06-23T18:00,14.1,0.00,51,27.4
2024-06-23T19:00,13.7,0.00,50,29.1
2024-06-23T20:00,12.8,0.00,57,27.3
2024-06-23T21:00,11.1,0.00,61,27.4
2024-06-23T22:00,10.0,0.00,64,28.2
2024-06-23T23:00,9.3,0.00,66,29.1
2024-06-24T00:00,8.8,0.00,67,29.7
2024-06-24T01:00,8.3,0.00,69,29.5
2024-06-24T02:00,7.9,0.00,69,29.9
2024-06-24T03:00,7.5,0.00,70,30.4
2024-06-24T04:00,7.0,0.00,71,30.4
2024-06-24T05:00,6.5,0.00,72,28.7
2024-06-24T06:00,5.9,0.00,74,27.7
2024-06-24T07:00,5.5,0.00,75,28.0
2024-06-24T08:00,5.1,0.00,77,28.1
2024-06-24T09:00,4.8,0.00,78,29.4
2024-06-24T10:00,4.6,0.00,79,31.6
2024-06-24T11:00,4.4,0.00,80,32.7
2024-06-24T12:00,5.2,0.00,80,31.9
2024-06-24T13:00,6.9,0.00,83,25.5
2024-06-24T14:00,8.6,0.00,81,22.5
2024-06-24T15:00,10.4,0.00,72,23.7
2024-06-24T16:00,11.1,0.00,67,21.6
2024-06-24T17:00,11.7,0.00,62,22.0
2024-06-24T18:00,11.7,0.00,60,23.8
2024-06-24T19:00,11.4,0.00,59,23.5
2024-06-24T20:00,10.7,0.00,64,23.1
2024-06-24T21:00,9.4,0.00,71,19.9
2024-06-24T22:00,8.5,0.00,74,18.0
2024-06-24T23:00,8.1,0.00,75,18.1
2024-06-25T00:00,7.9,0.00,76,19.9
2024-06-25T01:00,8.7,0.00,74,16.9
2024-06-25T02:00,8.2,0.00,77,16.5
2024-06-25T03:00,7.9,0.00,77,19.4
2024-06-25T04:00,6.8,0.00,79,23.5
2024-06-25T05:00,5.9,0.00,82,24.6
2024-06-25T06:00,5.1,0.00,85,22.4
2024-06-25T07:00,4.7,0.00,87,22.5
2024-06-25T08:00,4.5,0.00,90,22.9
2024-06-25T09:00,4.3,0.00,91,20.5
2024-06-25T10:00,4.2,0.00,92,22.9
2024-06-25T11:00,4.2,0.00,91,22.4
2024-06-25T12:00,5.1,0.00,90,20.4
2024-06-25T13:00,6.8,0.00,85,17.4
2024-06-25T14:00,8.5,0.00,79,13.4
2024-06-25T15:00,9.8,0.00,71,10.8
2024-06-25T16:00,10.6,0.00,66,11.2
2024-06-25T17:00,10.5,0.00,72,14.2
2024-06-25T18:00,9.9,0.10,78,12.4
2024-06-25T19:00,9.9,0.00,76,9.8
2024-06-25T20:00,10.0,0.00,76,7.9
2024-06-25T21:00,9.6,0.00,84,6.2
2024-06-25T22:00,9.5,0.00,84,7.0
2024-06-25T23:00,9.2,0.00,89,5.2
2024-06-26T00:00,8.9,0.40,86,4.3
2024-06-26T01:00,9.0,0.40,91,11.7
2024-06-26T02:00,8.9,0.40,90,17.4
2024-06-26T03:00,8.1,1.00,93,21.3
2024-06-26T04:00,8.0,0.30,94,18.4
2024-06-26T05:00,7.7,0.10,94,18.0
2024-06-26T06:00,7.2,0.00,92,21.3
2024-06-26T07:00,6.5,0.00,93,21.0
2024-06-26T08:00,6.2,0.00,92,21.4
2024-06-26T09:00,5.9,0.00,92,23.9
2024-06-26T10:00,5.7,0.00,92,24.7
2024-06-26T11:00,5.4,0.00,93,27.0
2024-06-26T12:00,6.1,0.00,94,28.4
2024-06-26T13:00,7.3,0.00,91,25.5
2024-06-26T14:00,8.6,0.00,84,26.4
2024-06-26T15:00,9.9,0.00,79,25.5
2024-06-26T16:00,11.1,0.00,73,28.6
2024-06-26T17:00,12.0,0.00,70,32.0
2024-06-26T18:00,12.6,0.00,65,34.0
2024-06-26T19:00,12.6,0.00,63,37.0
2024-06-26T20:00,12.2,0.00,65,37.7
2024-06-26T21:00,10.9,0.00,68,37.9
2024-06-26T22:00,10.2,0.00,69,40.6
2024-06-26T23:00,9.9,0.00,69,43.3
2024-06-27T00:00,9.6,0.00,69,43.3
2024-06-27T01:00,9.5,0.00,69,47.3
2024-06-27T02:00,9.3,0.00,69,44.3
2024-06-27T03:00,9.0,0.00,70,43.1
2024-06-27T04:00,8.8,0.00,71,41.2
2024-06-27T05:00,8.5,0.00,72,39.4
2024-06-27T06:00,8.2,0.00,73,39.5
2024-06-27T07:00,8.1,0.00,72,41.6
2024-06-27T08:00,8.1,0.00,71,42.4
2024-06-27T09:00,8.1,0.00,72,43.0
2024-06-27T10:00,8.2,0.00,74,37.8
2024-06-27T11:00,8.8,0.00,74,29.9
2024-06-27T12:00,9.2,0.00,75,27.0
2024-06-27T13:00,10.1,0.00,73,33.7
2024-06-27T14:00,11.0,0.00,72,30.9
2024-06-27T15:00,13.0,0.00,68,22.9
2024-06-27T16:00,14.0,0.00,64,26.1
2024-06-27T17:00,14.5,0.00,63,29.3
2024-06-27T18:00,15.0,0.00,63,26.7
2024-06-27T19:00,15.7,0.00,62,20.5
2024-06-27T20:00,14.7,0.00,70,15.5
2024-06-27T21:00,12.9,0.00,76,16.9
2024-06-27T22:00,13.0,0.00,75,21.2
2024-06-27T23:00,12.6,0.00,75,24.2
2024-06-28T00:00,11.9,0.00,75,28.2
2024-06-28T01:00,12.2,0.00,62,35.6
2024-06-28T02:00,12.1,0.00,63,35.3
2024-06-28T03:00,11.1,0.00,66,31.1
2024-06-28T04:00,10.4,0.00,68,32.7
2024-06-28T05:00,11.0,0.00,67,34.2
2024-06-28T06:00,11.3,0.00,69,34.9
2024-06-28T07:00,10.2,0.00,72,33.2
2024-06-28T08:00,8.8,0.00,76,34.9
2024-06-28T09:00,8.2,0.00,77,39.6
2024-06-28T10:00,7.9,0.00,77,42.5
2024-06-28T11:00,7.3,0.00,80,39.2
2024-06-28T12:00,7.5,0.00,80,38.0
2024-06-28T13:00,8.3,0.00,77,32.0
2024-06-28T14:00,9.0,0.00,71,40.0
2024-06-28T15:00,9.6,0.00,68,36.9
2024-06-28T16:00,10.3,0.00,61,37.8
2024-06-28T17:00,10.8,0.00,56,38.6
2024-06-28T18:00,10.7,0.00,55,37.2
2024-06-28T19:00,11.0,0.00,52,38.1
2024-06-28T20:00,10.5,0.00,54,37.5
2024-06-28T21:00,9.0,0.00,59,34.2
2024-06-28T22:00,8.2,0.00,63,31.9
2024-06-28T23:00,7.7,0.00,65,33.4
2024-06-29T00:00,7.1,0.00,67,34.0
2024-06-29T01:00,6.5,0.00,68,36.9
2024-06-29T02:00,6.0,0.00,67,37.3
2024-06-29T03:00,5.3,0.00,67,37.1
2024-06-29T04:00,4.7,0.00,66,36.6
2024-06-29T05:00,4.3,0.00,65,35.6
2024-06-29T06:00,3.8,0.00,64,35.1
2024-06-29T07:00,3.6,0.00,63,35.6
2024-06-29T08:00,3.5,0.00,63,35.4
2024-06-29T09:00,3.2,0.00,66,34.8
2024-06-29T10:00,2.9,0.00,68,34.1
2024-06-29T11:00,2.7,0.00,70,33.8
2024-06-29T12:00,3.3,0.00,71,33.4
2024-06-29T13:00,5.0,0.00,66,32.7
2024-06-29T14:00,6.1,0.00,63,35.3
2024-06-29T15:00,7.0,0.00,62,34.1
2024-06-29T16:00,7.7,0.00,61,31.5
2024-06-29T17:00,8.3,0.00,59,31.7
2024-06-29T18:00,8.6,0.00,56,32.6
2024-06-29T19:00,8.5,0.00,54,32.9
2024-06-29T20:00,7.9,0.00,56,31.1
2024-06-29T21:00,6.5,0.00,60,28.6
2024-06-29T22:00,5.5,0.00,63,27.1
2024-06-29T23:00,4.7,0.00,65,26.7
2024-06-30T00:00,4.2,0.00,66,26.9
2024-06-30T01:00,3.6,0.00,68,26.5
2024-06-30T02:00,3.2,0.00,68,26.4
2024-06-30T03:00,2.7,0.00,69,26.1
2024-06-30T04:00,2.4,0.00,69,25.6
2024-06-30T05:00,2.0,0.00,70,23.8
2024-06-30T06:00,1.5,0.00,73,19.7
2024-06-30T07:00,1.2,0.00,74,19.1
2024-06-30T08:00,1.1,0.00,74,25.1
2024-06-30T09:00,1.1,0.00,74,21.5
2024-06-30T10:00,1.0,0.00,74,21.3
2024-06-30T11:00,1.3,0.00,73,23.9
2024-06-30T12:00,3.0,0.00,71,27.2
2024-06-30T13:00,5.1,0.00,69,33.1
2024-06-30T14:00,7.6,0.00,64,30.2
2024-06-30T15:00,9.7,0.00,59,28.2
2024-06-30T16:00,11.3,0.00,55,30.5
2024-06-30T17:00,12.4,0.00,52,30.9
2024-06-30T18:00,12.9,0.00,50,33.0
2024-06-30T19:00,13.0,0.00,51,32.3
2024-06-30T20:00,12.2,0.00,52,35.5
2024-06-30T21:00,10.7,0.00,56,37.0
2024-06-30T22:00,10.0,0.00,57,39.0
2024-06-30T23:00,9.5,0.00,58,39.5
2024-07-01T00:00,9.2,0.00,59,43.8
2024-07-01T01:00,9.4,0.00,56,43.1
2024-07-01T02:00,9.1,0.00,56,43.9
2024-07-01T03:00,8.9,0.00,57,43.3
2024-07-01T04:00,8.5,0.00,59,37.6
2024-07-01T05:00,8.1,0.00,61,37.6
2024-07-01T06:00,7.7,0.00,64,38.0
2024-07-01T07:00,7.3,0.00,66,34.8
2024-07-01T08:00,6.8,0.00,68,33.8
2024-07-01T09:00,6.3,0.00,69,33.2
2024-07-01T10:00,5.9,0.00,71,30.9
2024-07-01T11:00,5.5,0.00,73,28.9
2024-07-01T12:00,6.2,0.00,72,27.7
2024-07-01T13:00,8.7,0.00,66,28.8
2024-07-01T14:00,10.6,0.00,62,22.1
2024-07-01T15:00,12.7,0.00,62,13.9
2024-07-01T16:00,13.9,0.00,60,10.3
2024-07-01T17:00,14.9,0.00,58,7.9
2024-07-01T18:00,15.5,0.00,57,9.3
2024-07-01T19:00,15.6,0.00,57,8.0
2024-07-01T20:00,14.5,0.00,74,6.2
2024-07-01T21:00,12.4,0.00,74,13.9
2024-07-01T22:00,11.5,0.00,77,19.8
2024-07-01T23:00,10.6,0.00,79,19.4
2024-07-02T00:00,10.0,0.00,79,20.8
2024-07-02T01:00,9.8,0.00,77,22.7
2024-07-02T02:00,9.1,0.00,80,22.2
2024-07-02T03:00,8.9,0.00,81,24.1
2024-07-02T04:00,8.8,0.00,81,25.1
2024-07-02T05:00,8.3,0.00,82,24.6
2024-07-02T06:00,8.0,0.00,84,25.2
2024-07-02T07:00,8.0,0.00,85,27.0
2024-07-02T08:00,7.8,0.00,85,28.8
2024-07-02T09:00,7.0,0.00,86,25.7
2024-07-02T10:00,6.7,0.00,85,26.4
2024-07-02T11:00,6.6,0.00,85,28.1
2024-07-02T12:00,7.5,0.00,84,29.0
2024-07-02T13:00,9.7,0.00,80,27.5
2024-07-02T14:00,11.5,0.00,75,26.0
2024-07-02T15:00,13.4,0.00,70,22.7
2024-07-02T16:00,15.0,0.00,65,22.7
2024-07-02T17:00,16.3,0.00,61,25.3
2024-07-02T18:00,16.9,0.00,59,25.9
2024-07-02T19:00,17.0,0.00,61,23.8
2024-07-02T20:00,16.1,0.00,65,25.1
2024-07-02T21:00,13.7,0.00,72,24.9
2024-07-02T22:00,12.4,0.00,75,28.9
2024-07-02T23:00,11.8,0.00,73,32.1
2024-07-03T00:00,11.5,0.00,72,33.3
2024-07-03T01:00,11.6,0.00,66,35.7
2024-07-03T02:00,11.2,0.00,67,36.3
2024-07-03T03:00,10.8,0.00,66,34.4
2024-07-03T04:00,10.3,0.00,67,32.9
2024-07-03T05:00,9.9,0.00,68,35.1
